fecha,sector,region,segmento,exposicion,num_contratos,tasa_bruta_mensual,pd_mensual,lgd,perdida_esperada_monto,perdida_esperada_tasa,rendimiento_neto_mensual,pct_cartera_mensual,limite_maximo_ejemplo_pct
2021-01-31,Manufactura,Centro,Manufactura - Centro,235215711.3,90,0.015498,0.006,0.368784,520462.3,0.002213,0.013285,0.077019,0.1891
2021-01-31,Manufactura,Norte,Manufactura - Norte,207605037.94,78,0.017352,0.0057,0.375612,444479.7,0.002141,0.015211,0.067978,0.1884
2021-01-31,Manufactura,Sur,Manufactura - Sur,126616172.8,44,0.017128,0.0072,0.40009,364736.44,0.002881,0.014247,0.041459,0.1141
2021-01-31,Servicios,Bajio,Servicios - Bajio,120184967.71,129,0.014977,0.0045,0.374888,202751.4,0.001687,0.01329,0.039353,0.1386
2021-01-31,Servicios,Centro,Servicios - Centro,156120047.79,158,0.015969,0.005,0.367917,287195.72,0.00184,0.014129,0.05112,0.219
2021-01-31,Servicios,Norte,Servicios - Norte,138610136.88,152,0.016769,0.00475,0.368717,242762.51,0.001751,0.015017,0.045386,0.1129
2021-01-31,Servicios,Sur,Servicios - Sur,83620452.07,93,0.018045,0.006,0.374775,188033.01,0.002249,0.015796,0.027381,0.122
2021-01-31,Transporte,Bajio,Transporte - Bajio,110087391.49,63,0.01916,0.0099,0.510099,555938.82,0.00505,0.01411,0.036047,0.1471
2021-01-31,Transporte,Centro,Transporte - Centro,143134342.02,88,0.020192,0.011,0.492137,774858.56,0.005414,0.014778,0.046868,0.1669
2021-01-31,Transporte,Norte,Transporte - Norte,126845952.59,73,0.020649,0.01045,0.541883,718287.37,0.005663,0.014986,0.041534,0.1629
2021-01-31,Transporte,Sur,Transporte - Sur,77014059.24,41,0.019727,0.0132,0.516155,524715.67,0.006813,0.012914,0.025217,0.1331
2021-02-28,Agroindustria,Bajio,Agroindustria - Bajio,81297805.21,32,0.01696,0.006965,0.46367,262547.59,0.003229,0.01373,0.026352,0.1461
2021-02-28,Agroindustria,Centro,Agroindustria - Centro,104992776.98,45,0.017742,0.012383,0.44021,572339.64,0.005451,0.012291,0.034033,0.148
2021-02-28,Agroindustria,Norte,Agroindustria - Norte,93135852.52,46,0.018543,0.011352,0.531543,561969.02,0.006034,0.012509,0.03019,0.0963
2021-02-28,Agroindustria,Sur,Agroindustria - Sur,56677868.4,29,0.020973,0.006265,0.536167,190372.33,0.003359,0.017614,0.018372,0.1325
2021-02-28,Comercio,Bajio,Comercio - Bajio,151155950.97,112,0.017857,0.010574,0.476158,761054.38,0.005035,0.012822,0.048996,0.0986
2021-02-28,Comercio,Centro,Comercio - Centro,196434500.7,150,0.01831,0.006841,0.428908,576394.31,0.002934,0.015375,0.063673,0.1481
2021-02-28,Comercio,Norte,Comercio - Norte,174181888.9,150,0.017937,0.007669,0.457729,611437.54,0.00351,0.014427,0.05646,0.1952
2021-02-28,Comercio,Sur,Comercio - Sur,106129682.75,84,0.020236,0.011854,0.470325,591708.49,0.005575,0.014661,0.034401,0.0872
2021-02-28,Construccion,Bajio,Construccion - Bajio,95891451.95,31,0.019052,0.010413,0.610678,609757.22,0.006359,0.012693,0.031083,0.0817
2021-02-28,Construccion,Centro,Construccion - Centro,125396853.68,35,0.020661,0.015689,0.526865,1036500.4,0.008266,0.012395,0.040647,0.1817
2021-02-28,Construccion,Norte,Construccion - Norte,110483750.01,30,0.021559,0.014798,0.51848,847678.22,0.007672,0.013886,0.035813,0.1426
2021-02-28,Construccion,Sur,Construccion - Sur,67309142.12,21,0.023883,0.01087,0.538277,393820.57,0.005851,0.018032,0.021818,0.2056
2021-02-28,Manufactura,Bajio,Manufactura - Bajio,181470673.72,72,0.015634,0.00646,0.389471,456545.02,0.002516,0.013118,0.058823,0.1784
2021-02-28,Manufactura,Centro,Manufactura - Centro,238079426.35,83,0.015939,0.004123,0.414241,406573.06,0.001708,0.014232,0.077172,0.1891
2021-02-28,Manufactura,Norte,Manufactura - Norte,208702243.47,83,0.017567,0.004279,0.387539,346080.67,0.001658,0.015909,0.06765,0.1884
2021-02-28,Manufactura,Sur,Manufactura - Sur,127919638.47,40,0.017421,0.011237,0.410206,589657.52,0.00461,0.012811,0.041464,0.1141
2021-02-28,Servicios,Bajio,Servicios - Bajio,122029542.17,138,0.014667,0.004359,0.380397,202358.49,0.001658,0.013008,0.039555,0.1386
2021-02-28,Servicios,Centro,Servicios - Centro,157401387.15,181,0.015464,0.006609,0.351667,365802.72,0.002324,0.01314,0.051021,0.219
2021-02-28,Servicios,Norte,Servicios - Norte,140094455.37,167,0.016243,0.005449,0.366258,279596.11,0.001996,0.014247,0.045411,0.1129
2021-02-28,Servicios,Sur,Servicios - Sur,84149404.85,96,0.018951,0.006593,0.384147,213114.21,0.002533,0.016418,0.027277,0.122
2021-02-28,Transporte,Bajio,Transporte - Bajio,111734495.37,78,0.018737,0.012418,0.437003,606326.13,0.005426,0.013311,0.036218,0.1471
2021-02-28,Transporte,Centro,Transporte - Centro,144640195.78,87,0.017991,0.010758,0.478224,744149.51,0.005145,0.012846,0.046884,0.1669
2021-02-28,Transporte,Norte,Transporte - Norte,127795111.24,80,0.022137,0.013151,0.529047,889123.05,0.006957,0.01518,0.041424,0.1629
2021-02-28,Transporte,Sur,Transporte - Sur,77936779.8,46,0.020766,0.014411,0.499639,561178.9,0.0072,0.013566,0.025263,0.1331
2021-03-31,Agroindustria,Bajio,Agroindustria - Bajio,82546642.63,33,0.018497,0.007714,0.472572,300905.87,0.003645,0.014852,0.026512,0.1461
2021-03-31,Agroindustria,Centro,Agroindustria - Centro,105596810.2,45,0.019422,0.010898,0.473374,544740.05,0.005159,0.014263,0.033915,0.148
2021-03-31,Agroindustria,Norte,Agroindustria - Norte,94436018.74,41,0.021343,0.011023,0.472809,492185.96,0.005212,0.016131,0.030331,0.0963
2021-03-31,Agroindustria,Sur,Agroindustria - Sur,57231023.6,29,0.019219,0.006986,0.47857,191334.58,0.003343,0.015876,0.018381,0.1325
2021-03-31,Comercio,Bajio,Comercio - Bajio,152434338.91,125,0.016409,0.011508,0.433146,759839.26,0.004985,0.011425,0.048958,0.0986
2021-03-31,Comercio,Centro,Comercio - Centro,198019612.1,176,0.018186,0.008851,0.446419,782412.31,0.003951,0.014235,0.063599,0.1481
2021-03-31,Comercio,Norte,Comercio - Norte,175440709.45,126,0.017697,0.003937,0.475364,328357.73,0.001872,0.015825,0.056347,0.1952
2021-03-31,Comercio,Sur,Comercio - Sur,107332389.44,90,0.019553,0.013036,0.427684,598419.4,0.005575,0.013978,0.034473,0.0872
2021-03-31,Construccion,Bajio,Construccion - Bajio,96542007.3,26,0.020089,0.016384,0.525571,831304.65,0.008611,0.011478,0.031007,0.0817
2021-03-31,Construccion,Centro,Construccion - Centro,126961627.08,35,0.020141,0.010214,0.500458,648992.68,0.005112,0.015029,0.040777,0.1817
2021-03-31,Construccion,Norte,Construccion - Norte,111296786.56,30,0.022173,0.012918,0.497544,715352.67,0.006427,0.015745,0.035746,0.1426
2021-03-31,Construccion,Sur,Construccion - Sur,67896794.37,22,0.023824,0.011094,0.546784,411876.89,0.006066,0.017758,0.021807,0.2056
2021-03-31,Manufactura,Bajio,Manufactura - Bajio,182549349.74,63,0.016553,0.006668,0.369332,449585.59,0.002463,0.01409,0.05863,0.1784
2021-03-31,Manufactura,Centro,Manufactura - Centro,241377689.85,85,0.016748,0.002002,0.396067,191417.14,0.000793,0.015955,0.077525,0.1891
2021-03-31,Manufactura,Norte,Manufactura - Norte,209770761.39,74,0.017891,0.005062,0.381637,405226.04,0.001932,0.01596,0.067373,0.1884
2021-03-31,Manufactura,Sur,Manufactura - Sur,129870169.03,49,0.018466,0.010628,0.420102,579862.16,0.004465,0.014001,0.041711,0.1141
2021-03-31,Servicios,Bajio,Servicios - Bajio,123296577.66,120,0.015924,0.003694,0.402072,183129.96,0.001485,0.014439,0.0396,0.1386
2021-03-31,Servicios,Centro,Servicios - Centro,158568759.06,172,0.014737,0.00398,0.372945,235371.18,0.001484,0.013253,0.050928,0.219
2021-03-31,Servicios,Norte,Servicios - Norte,140929601.98,135,0.01642,0.004815,0.403069,273485.4,0.001941,0.014479,0.045263,0.1129
2021-03-31,Servicios,Sur,Servicios - Sur,84438882.95,80,0.017921,0.00238,0.412624,82910.67,0.000982,0.016939,0.02712,0.122
2021-03-31,Transporte,Bajio,Transporte - Bajio,112743571.52,60,0.020145,0.010143,0.47643,544811.51,0.004832,0.015312,0.03621,0.1471
2021-03-31,Transporte,Centro,Transporte - Centro,146469441.09,85,0.019295,0.011609,0.463535,788148.13,0.005381,0.013914,0.047042,0.1669
2021-03-31,Transporte,Norte,Transporte - Norte,129021625.65,91,0.020256,0.008294,0.572534,612652.88,0.004748,0.015508,0.041439,0.1629
2021-03-31,Transporte,Sur,Transporte - Sur,78793723.45,52,0.020145,0.018712,0.490552,723248.17,0.009179,0.010966,0.025307,0.1331
2021-04-30,Agroindustria,Bajio,Agroindustria - Bajio,83129868.36,33,0.019871,0.00745,0.473537,293286.7,0.003528,0.016343,0.026463,0.1461
2021-04-30,Agroindustria,Centro,Agroindustria - Centro,106443780.33,48,0.018444,0.009477,0.466328,470394.13,0.004419,0.014025,0.033885,0.148
2021-04-30,Agroindustria,Norte,Agroindustria - Norte,95698159.79,49,0.020023,0.013495,0.481578,621921.29,0.006499,0.013524,0.030464,0.0963
2021-04-30,Agroindustria,Sur,Agroindustria - Sur,57777673.01,28,0.018745,0.012286,0.533053,378391.39,0.006549,0.012196,0.018393,0.1325
2021-04-30,Comercio,Bajio,Comercio - Bajio,154185955.8,125,0.017784,0.009216,0.431514,613147.87,0.003977,0.013808,0.049083,0.0986
2021-04-30,Comercio,Centro,Comercio - Centro,199509911.95,169,0.017427,0.005077,0.401373,406529.97,0.002038,0.01539,0.063512,0.1481
2021-04-30,Comercio,Norte,Comercio - Norte,177665194.82,133,0.018469,0.004262,0.402731,304982.03,0.001717,0.016752,0.056558,0.1952
2021-04-30,Comercio,Sur,Comercio - Sur,108201561.88,88,0.019665,0.015161,0.434354,712539.21,0.006585,0.01308,0.034445,0.0872
2021-04-30,Construccion,Bajio,Construccion - Bajio,97031685.02,26,0.022759,0.011218,0.565797,615871.62,0.006347,0.016411,0.030889,0.0817
2021-04-30,Construccion,Centro,Construccion - Centro,128218761.08,33,0.020788,0.010418,0.516276,689634.69,0.005379,0.01541,0.040817,0.1817
2021-04-30,Construccion,Norte,Construccion - Norte,111995802.19,27,0.02197,0.007237,0.575992,466829.72,0.004168,0.017801,0.035653,0.1426
2021-04-30,Construccion,Sur,Construccion - Sur,68467140.65,22,0.022164,0.012534,0.546919,469360.63,0.006855,0.015309,0.021796,0.2056
2021-04-30,Manufactura,Bajio,Manufactura - Bajio,184498665.81,70,0.015776,0.005514,0.397115,404019.12,0.00219,0.013586,0.058733,0.1784
2021-04-30,Manufactura,Centro,Manufactura - Centro,243793816.73,78,0.017436,0.001411,0.345073,118676.88,0.000487,0.016949,0.077609,0.1891
2021-04-30,Manufactura,Norte,Manufactura - Norte,211251143.4,70,0.016024,0.003867,0.395776,323328.84,0.001531,0.014493,0.067249,0.1884
2021-04-30,Manufactura,Sur,Manufactura - Sur,131350622.54,45,0.018588,0.010848,0.388755,553956.12,0.004217,0.01437,0.041814,0.1141
2021-04-30,Servicios,Bajio,Servicios - Bajio,124636820.24,124,0.016158,0.006402,0.339252,270700.98,0.002172,0.013986,0.039677,0.1386
2021-04-30,Servicios,Centro,Servicios - Centro,159545668.64,171,0.014725,0.002534,0.453747,183422.14,0.00115,0.013575,0.05079,0.219
2021-04-30,Servicios,Norte,Servicios - Norte,142068695.68,141,0.015349,0.005969,0.404573,343070.6,0.002415,0.012935,0.045226,0.1129
2021-04-30,Servicios,Sur,Servicios - Sur,84874655.47,104,0.018312,0.002864,0.405895,98676.0,0.001163,0.017149,0.027019,0.122
2021-04-30,Transporte,Bajio,Transporte - Bajio,113979265.31,72,0.019145,0.010972,0.536135,670481.58,0.005882,0.013262,0.036284,0.1471
2021-04-30,Transporte,Centro,Transporte - Centro,147752859.64,99,0.017819,0.016606,0.457594,1122749.9,0.007599,0.01022,0.047035,0.1669
2021-04-30,Transporte,Norte,Transporte - Norte,129813979.3,92,0.020928,0.011039,0.458314,656747.72,0.005059,0.015868,0.041325,0.1629
2021-04-30,Transporte,Sur,Transporte - Sur,79417827.86,44,0.023248,0.021701,0.5728,987180.09,0.01243,0.010817,0.025282,0.1331
2021-05-31,Agroindustria,Bajio,Agroindustria - Bajio,83919352.18,39,0.019377,0.011144,0.460148,430345.26,0.005128,0.014249,0.026523,0.1461
2021-05-31,Agroindustria,Centro,Agroindustria - Centro,107198904.0,45,0.018147,0.007861,0.475833,400994.37,0.003741,0.014406,0.03388,0.148
2021-05-31,Agroindustria,Norte,Agroindustria - Norte,96627687.61,47,0.020114,0.016019,0.454039,702806.77,0.007273,0.012841,0.030539,0.0963
2021-05-31,Agroindustria,Sur,Agroindustria - Sur,58259678.31,24,0.022465,0.015609,0.438048,398346.31,0.006837,0.015628,0.018413,0.1325
2021-05-31,Comercio,Bajio,Comercio - Bajio,154823186.02,130,0.016607,0.010413,0.414169,667694.78,0.004313,0.012294,0.048932,0.0986
2021-05-31,Comercio,Centro,Comercio - Centro,201013953.31,167,0.018007,0.003572,0.37967,272617.87,0.001356,0.01665,0.06353,0.1481
2021-05-31,Comercio,Norte,Comercio - Norte,178941201.73,136,0.019348,0.001572,0.430157,121030.37,0.000676,0.018672,0.056554,0.1952
2021-05-31,Comercio,Sur,Comercio - Sur,109166994.53,94,0.020811,0.015043,0.421681,692490.46,0.006343,0.014468,0.034502,0.0872
2021-05-31,Construccion,Bajio,Construccion - Bajio,97388292.12,29,0.020032,0.01241,0.566764,684996.34,0.007034,0.012998,0.030779,0.0817
2021-05-31,Construccion,Centro,Construccion - Centro,130142894.0,39,0.022987,0.008973,0.550166,642449.58,0.004936,0.018051,0.041131,0.1817
2021-05-31,Construccion,Norte,Construccion - Norte,112626020.12,33,0.021062,0.008832,0.55751,554577.87,0.004924,0.016138,0.035595,0.1426
2021-05-31,Construccion,Sur,Construccion - Sur,68868579.87,17,0.024033,0.016366,0.550947,620976.37,0.009017,0.015016,0.021766,0.2056
2021-05-31,Manufactura,Bajio,Manufactura - Bajio,186189129.92,60,0.015867,0.003719,0.433841,300444.59,0.001614,0.014253,0.058845,0.1784
2021-05-31,Manufactura,Centro,Manufactura - Centro,246080328.65,79,0.01699,0.002759,0.427849,290433.9,0.00118,0.015809,0.077773,0.1891
2021-05-31,Manufactura,Norte,Manufactura - Norte,211984609.86,70,0.01697,0.003603,0.431979,329958.59,0.001557,0.015413,0.066997,0.1884
2021-05-31,Manufactura,Sur,Manufactura - Sur,132703845.66,51,0.017545,0.013212,0.422687,741065.71,0.005584,0.011961,0.041941,0.1141
2021-05-31,Servicios,Bajio,Servicios - Bajio,125381231.06,157,0.016074,0.006016,0.354772,267593.78,0.002134,0.013939,0.039626,0.1386
2021-05-31,Servicios,Centro,Servicios - Centro,160121199.78,201,0.016621,0.001614,0.421762,108970.82,0.000681,0.015941,0.050606,0.219
2021-05-31,Servicios,Norte,Servicios - Norte,143487580.55,165,0.014535,0.00612,0.363947,319592.22,0.002227,0.012308,0.045349,0.1129
2021-05-31,Servicios,Sur,Servicios - Sur,84884757.63,97,0.017169,0.002865,0.375148,91237.39,0.001075,0.016095,0.026828,0.122
2021-05-31,Transporte,Bajio,Transporte - Bajio,115103052.26,68,0.018359,0.010635,0.502376,614952.84,0.005343,0.013016,0.036378,0.1471
2021-05-31,Transporte,Centro,Transporte - Centro,148697158.43,88,0.018452,0.016002,0.429808,1022683.43,0.006878,0.011574,0.046995,0.1669
2021-05-31,Transporte,Norte,Transporte - Norte,130563405.48,72,0.021032,0.01029,0.543745,730524.91,0.005595,0.015437,0.041264,0.1629
2021-05-31,Transporte,Sur,Transporte - Sur,79904024.48,44,0.022326,0.022951,0.47549,872000.98,0.010913,0.011413,0.025254,0.1331
2021-06-30,Agroindustria,Bajio,Agroindustria - Bajio,84556821.61,39,0.016667,0.011589,0.469755,460332.03,0.005444,0.011223,0.02659,0.1461
2021-06-30,Agroindustria,Centro,Agroindustria - Centro,107698071.75,51,0.017855,0.003031,0.505452,164983.8,0.001532,0.016323,0.033868,0.148
2021-06-30,Agroindustria,Norte,Agroindustria - Norte,97696588.96,48,0.020421,0.017889,0.501499,876485.01,0.008972,0.011449,0.030722,0.0963
2021-06-30,Agroindustria,Sur,Agroindustria - Sur,58552949.7,23,0.019775,0.013312,0.495546,386255.4,0.006597,0.013179,0.018413,0.1325
2021-06-30,Comercio,Bajio,Comercio - Bajio,156095136.14,121,0.018885,0.011808,0.418066,770592.27,0.004937,0.013948,0.049087,0.0986
2021-06-30,Comercio,Centro,Comercio - Centro,201042040.41,145,0.017462,0.007798,0.478283,749826.62,0.00373,0.013732,0.063221,0.1481
2021-06-30,Comercio,Norte,Comercio - Norte,179529316.08,171,0.018858,0.004687,0.415276,349407.49,0.001946,0.016912,0.056456,0.1952
2021-06-30,Comercio,Sur,Comercio - Sur,109975857.32,103,0.019841,0.015728,0.489035,845883.06,0.007692,0.012149,0.034584,0.0872
2021-06-30,Construccion,Bajio,Construccion - Bajio,97803513.56,25,0.020431,0.009394,0.561629,515998.47,0.005276,0.015155,0.030756,0.0817
2021-06-30,Construccion,Centro,Construccion - Centro,131409891.79,39,0.022469,0.007376,0.525271,509107.26,0.003874,0.018595,0.041324,0.1817
2021-06-30,Construccion,Norte,Construccion - Norte,113165047.28,34,0.02208,0.011599,0.565158,741849.65,0.006555,0.015524,0.035587,0.1426
2021-06-30,Construccion,Sur,Construccion - Sur,69084437.47,18,0.022832,0.014911,0.56418,581176.43,0.008413,0.01442,0.021725,0.2056
2021-06-30,Manufactura,Bajio,Manufactura - Bajio,187409960.57,76,0.017312,0.0051,0.331578,316911.73,0.001691,0.015621,0.058934,0.1784
2021-06-30,Manufactura,Centro,Manufactura - Centro,247630993.45,99,0.014639,0.004031,0.38185,381167.06,0.001539,0.0131,0.077872,0.1891
2021-06-30,Manufactura,Norte,Manufactura - Norte,212492330.65,81,0.016843,0.005769,0.404711,496135.52,0.002335,0.014508,0.066822,0.1884
2021-06-30,Manufactura,Sur,Manufactura - Sur,133747716.96,53,0.018964,0.012546,0.411365,690252.23,0.005161,0.013803,0.042059,0.1141
2021-06-30,Servicios,Bajio,Servicios - Bajio,126013270.32,151,0.014711,0.007527,0.388189,368189.47,0.002922,0.011789,0.039627,0.1386
2021-06-30,Servicios,Centro,Servicios - Centro,160444776.08,160,0.015386,0.002042,0.354412,116138.28,0.000724,0.014662,0.050455,0.219
2021-06-30,Servicios,Norte,Servicios - Norte,144461122.58,148,0.016473,0.005086,0.367905,270313.5,0.001871,0.014602,0.045428,0.1129
2021-06-30,Servicios,Sur,Servicios - Sur,84958211.77,84,0.015703,0.002108,0.3599,64442.67,0.000759,0.014945,0.026717,0.122
2021-06-30,Transporte,Bajio,Transporte - Bajio,115920472.09,66,0.017495,0.007919,0.45749,419956.69,0.003623,0.013872,0.036453,0.1471
2021-06-30,Transporte,Centro,Transporte - Centro,149221539.06,94,0.02029,0.008832,0.46831,617225.23,0.004136,0.016153,0.046925,0.1669
2021-06-30,Transporte,Norte,Transporte - Norte,131042399.38,78,0.019362,0.009761,0.502104,642269.48,0.004901,0.01446,0.041209,0.1629
2021-06-30,Transporte,Sur,Transporte - Sur,80022981.57,44,0.019042,0.016797,0.508938,684082.88,0.008549,0.010493,0.025165,0.1331
2021-07-31,Agroindustria,Bajio,Agroindustria - Bajio,85261744.77,38,0.017537,0.011664,0.531717,528766.36,0.006202,0.011335,0.026718,0.1461
2021-07-31,Agroindustria,Centro,Agroindustria - Centro,107543004.61,53,0.01799,0.007294,0.496625,389555.77,0.003622,0.014367,0.0337,0.148
2021-07-31,Agroindustria,Norte,Agroindustria - Norte,98164585.59,48,0.020295,0.019494,0.521,997003.33,0.010156,0.010139,0.030761,0.0963
2021-07-31,Agroindustria,Sur,Agroindustria - Sur,58784700.72,25,0.02027,0.008925,0.542132,284417.42,0.004838,0.015432,0.018421,0.1325
2021-07-31,Comercio,Bajio,Comercio - Bajio,156700792.03,112,0.018302,0.014409,0.395148,892189.11,0.005694,0.012608,0.049104,0.0986
2021-07-31,Comercio,Centro,Comercio - Centro,201733966.73,160,0.017067,0.007391,0.42045,626928.69,0.003108,0.013959,0.063216,0.1481
2021-07-31,Comercio,Norte,Comercio - Norte,180328338.64,138,0.01834,0.008508,0.421039,645993.59,0.003582,0.014757,0.056508,0.1952
2021-07-31,Comercio,Sur,Comercio - Sur,110632514.96,106,0.020399,0.014289,0.469003,741408.75,0.006702,0.013697,0.034668,0.0872
2021-07-31,Construccion,Bajio,Construccion - Bajio,98065936.48,32,0.019772,0.012396,0.561969,683169.32,0.006966,0.012806,0.03073,0.0817
2021-07-31,Construccion,Centro,Construccion - Centro,132464036.16,34,0.021371,0.009613,0.561282,714701.17,0.005395,0.015975,0.041509,0.1817
2021-07-31,Construccion,Norte,Construccion - Norte,113355807.75,28,0.021321,0.013488,0.507115,775369.23,0.00684,0.014481,0.035521,0.1426
2021-07-31,Construccion,Sur,Construccion - Sur,69317950.97,17,0.021414,0.008916,0.62605,386903.91,0.005582,0.015833,0.021722,0.2056
2021-07-31,Manufactura,Bajio,Manufactura - Bajio,187860069.13,61,0.015301,0.005617,0.355101,374674.13,0.001994,0.013307,0.058868,0.1784
2021-07-31,Manufactura,Centro,Manufactura - Centro,248643218.66,77,0.016707,0.004741,0.383983,452626.69,0.00182,0.014887,0.077915,0.1891
2021-07-31,Manufactura,Norte,Manufactura - Norte,212505235.1,83,0.016688,0.005251,0.395241,441043.8,0.002075,0.014612,0.066591,0.1884
2021-07-31,Manufactura,Sur,Manufactura - Sur,134612540.08,53,0.019105,0.00994,0.362956,485632.67,0.003608,0.015498,0.042182,0.1141
2021-07-31,Servicios,Bajio,Servicios - Bajio,126950097.22,159,0.013208,0.006853,0.377005,327977.35,0.002584,0.010624,0.039781,0.1386
2021-07-31,Servicios,Centro,Servicios - Centro,161046714.5,206,0.016727,0.002029,0.399427,130511.73,0.00081,0.015917,0.050466,0.219
2021-07-31,Servicios,Norte,Servicios - Norte,145064534.62,169,0.016622,0.004007,0.396234,230339.96,0.001588,0.015034,0.045458,0.1129
2021-07-31,Servicios,Sur,Servicios - Sur,84804856.27,103,0.015495,0.004314,0.414058,151469.36,0.001786,0.013709,0.026575,0.122
2021-07-31,Transporte,Bajio,Transporte - Bajio,116143334.94,72,0.018716,0.006709,0.570675,444640.16,0.003828,0.014888,0.036395,0.1471
2021-07-31,Transporte,Centro,Transporte - Centro,149890052.6,106,0.019402,0.008899,0.518825,692052.39,0.004617,0.014784,0.04697,0.1669
2021-07-31,Transporte,Norte,Transporte - Norte,131234822.85,87,0.020899,0.010935,0.524183,752241.12,0.005732,0.015167,0.041124,0.1629
2021-07-31,Transporte,Sur,Transporte - Sur,80087373.84,44,0.019802,0.013962,0.477493,533909.15,0.006667,0.013135,0.025096,0.1331
2021-08-31,Agroindustria,Bajio,Agroindustria - Bajio,85863209.16,41,0.018379,0.01329,0.499864,570425.05,0.006643,0.011735,0.026873,0.1461
2021-08-31,Agroindustria,Centro,Agroindustria - Centro,107240779.95,48,0.02014,0.006096,0.45754,299098.2,0.002789,0.017351,0.033563,0.148
2021-08-31,Agroindustria,Norte,Agroindustria - Norte,98931520.69,43,0.019201,0.015532,0.528735,812464.02,0.008212,0.010988,0.030963,0.0963
2021-08-31,Agroindustria,Sur,Agroindustria - Sur,58798933.98,30,0.019982,0.010765,0.480893,304400.99,0.005177,0.014805,0.018402,0.1325
2021-08-31,Comercio,Bajio,Comercio - Bajio,156645661.11,135,0.017628,0.011688,0.471895,864002.46,0.005516,0.012113,0.049026,0.0986
2021-08-31,Comercio,Centro,Comercio - Centro,201633855.05,186,0.017786,0.009522,0.436334,837785.79,0.004155,0.013631,0.063106,0.1481
2021-08-31,Comercio,Norte,Comercio - Norte,180406171.5,151,0.018366,0.006811,0.451604,554918.35,0.003076,0.01529,0.056462,0.1952
2021-08-31,Comercio,Sur,Comercio - Sur,111167646.64,81,0.019652,0.013935,0.46815,725214.18,0.006524,0.013128,0.034792,0.0872
2021-08-31,Construccion,Bajio,Construccion - Bajio,97766407.53,27,0.020989,0.013165,0.559112,719624.92,0.007361,0.013628,0.030598,0.0817
2021-08-31,Construccion,Centro,Construccion - Centro,132805501.5,42,0.020896,0.013623,0.495753,896894.22,0.006753,0.014143,0.041564,0.1817
2021-08-31,Construccion,Norte,Construccion - Norte,113529743.9,31,0.02104,0.014621,0.603548,1001846.95,0.008825,0.012215,0.035532,0.1426
2021-08-31,Construccion,Sur,Construccion - Sur,69266387.6,22,0.023604,0.012341,0.555693,475011.24,0.006858,0.016746,0.021678,0.2056
2021-08-31,Manufactura,Bajio,Manufactura - Bajio,188321007.28,61,0.014159,0.008801,0.372313,617046.13,0.003277,0.010883,0.058939,0.1784
2021-08-31,Manufactura,Centro,Manufactura - Centro,248871822.66,82,0.016509,0.002811,0.367907,257337.2,0.001034,0.015475,0.07789,0.1891
2021-08-31,Manufactura,Norte,Manufactura - Norte,212284514.35,67,0.017002,0.006369,0.36893,498839.46,0.00235,0.014653,0.066439,0.1884
2021-08-31,Manufactura,Sur,Manufactura - Sur,135058100.36,47,0.01934,0.009331,0.443269,558628.77,0.004136,0.015204,0.042269,0.1141
2021-08-31,Servicios,Bajio,Servicios - Bajio,127267777.98,159,0.013936,0.006792,0.397156,343278.33,0.002697,0.011239,0.039831,0.1386
